Farm_ID,Season,Region,Crop_Type,Farming_Practice,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Fertilizer_Usage_kg,Pesticide_Usage_kg,Irrigation_Water_m3,Yield_tons_per_ha,Production_Cost_USD,Revenue_USD
FARM_1557,Kharif (Monsoon),West Zone,Rice,Conventional,808.0,31.8,77.0,6.83,85.3,10.5,4808.1,7.95,1015.65,2661.23
FARM_1558,Kharif (Monsoon),North Zone,Maize,Conventional,721.3,28.4,71.3,6.22,165.4,9.4,2232.7,7.08,957.5,2550.35
FARM_1559,Zaid (Summer),North Zone,Sunflower,Precision Farming,50.7,34.0,42.2,7.4,127.7,11.1,2667.1,4.22,929.53,1770.52
FARM_1560,Rabi (Winter),Central Zone,Wheat,Organic,110.1,14.5,64.3,7.67,167.0,7.5,2695.7,6.14,971.71,2457.61
FARM_1561,Zaid (Summer),West Zone,Watermelon,Conventional,59.7,37.6,34.6,6.15,104.5,3.6,2839.2,3.51,810.34,986.57
FARM_1562,Kharif (Monsoon),South Zone,Cotton,Conventional,841.8,28.6,88.7,5.61,107.6,5.1,4519.2,6.99,951.23,2006.67
FARM_1563,Kharif (Monsoon),North Zone,Rice,Conventional,817.4,27.5,85.5,7.18,148.8,9.9,4733.5,7.48,1087.44,2733.28
FARM_1564,Kharif (Monsoon),Central Zone,Rice,Conventional,793.0,28.9,85.1,7.02,101.6,11.2,5715.8,7.16,1131.47,2632.56
FARM_1565,Rabi (Winter),West Zone,Chickpea,Conventional,127.0,19.4,69.0,6.59,130.4,3.7,5165.9,6.28,993.33,2530.51
FARM_1566,Rabi (Winter),West Zone,Mustard,Precision Farming,186.9,19.1,53.2,7.24,97.6,12.0,3801.3,6.37,938.88,2344.59
FARM_1567,Rabi (Winter),South Zone,Chickpea,Conventional,125.8,14.0,67.1,6.99,126.3,9.7,4775.9,6.39,1047.4,1992.91
FARM_1568,Rabi (Winter),Central Zone,Mustard,Conventional,202.6,15.4,57.7,6.18,138.9,8.3,5765.1,7.25,1175.38,2505.54
FARM_1569,Autumn,West Zone,Jute,Precision Farming,308.9,28.6,67.7,6.57,140.5,6.9,4227.1,6.13,994.53,2410.67
FARM_1570,Kharif (Monsoon),North Zone,Rice,Conventional,846.6,26.4,81.7,6.66,127.2,12.5,4127.5,6.96,1068.36,2848.0
FARM_1571,Rabi (Winter),South Zone,Barley,Conventional,136.1,18.9,54.4,7.88,151.7,10.7,3366.1,6.48,1000.56,2029.33
FARM_1572,Zaid (Summer),Central Zone,Cucumber,Organic,52.6,32.1,45.1,8.09,145.2,9.7,3534.2,4.2,1007.84,1493.29
FARM_1573,Rabi (Winter),South Zone,Chickpea,Organic,151.7,25.1,46.7,7.91,136.9,6.7,5322.7,6.56,1100.99,1982.76
FARM_1574,Rabi (Winter),North Zone,Chickpea,Precision Farming,175.0,17.7,71.8,7.44,118.1,12.5,4495.4,6.69,1069.4,2338.69
FARM_1575,Autumn,Central Zone,Jute,Precision Farming,343.9,26.0,64.4,7.08,177.4,8.6,6850.1,6.37,1307.28,1863.96
FARM_1576,Autumn,South Zone,Soybean,Hydroponic,243.8,25.9,55.3,7.36,153.5,9.2,3688.0,6.01,1001.02,2475.17
FARM_1577,Kharif (Monsoon),East Zone,Cotton,Conventional,649.6,31.0,71.2,8.04,103.7,8.7,5413.6,6.17,1074.55,2278.75
FARM_1578,Autumn,North Zone,Jute,Conventional,274.4,21.9,62.2,6.17,162.7,6.6,4963.7,5.76,1130.16,2301.64
FARM_1579,Rabi (Winter),North Zone,Wheat,Organic,157.4,21.9,64.7,6.94,170.6,9.3,4392.8,6.14,1133.75,2577.33
FARM_1580,Kharif (Monsoon),North Zone,Cotton,Conventional,712.2,26.6,100.3,7.36,137.1,10.2,3977.4,7.4,1039.6,2261.24
FARM_1581,Rabi (Winter),East Zone,Wheat,Conventional,140.0,14.5,49.3,7.33,139.5,7.4,5220.1,6.79,1112.56,2561.05
FARM_1582,Autumn,East Zone,Sugarcane,Hydroponic,280.5,23.8,63.4,6.18,67.9,9.1,5151.2,4.43,977.99,1790.51
FARM_1583,Rabi (Winter),West Zone,Chickpea,Organic,149.1,17.9,47.4,7.08,110.5,8.6,4742.4,6.19,1041.0,2232.31
FARM_1584,Kharif (Monsoon),South Zone,Rice,Conventional,905.4,28.4,82.5,7.65,169.5,10.8,5010.8,7.97,1193.72,2945.37
FARM_1585,Rabi (Winter),West Zone,Wheat,Conventional,81.4,18.6,39.1,6.78,112.6,7.8,4543.8,6.66,1003.27,2244.91
FARM_1586,Kharif (Monsoon),South Zone,Pulses,Conventional,823.7,30.0,85.2,7.64,134.4,9.1,2530.6,7.07,904.14,2647.48
FARM_1587,Kharif (Monsoon),East Zone,Cotton,Conventional,900.2,30.0,78.5,6.47,109.9,9.6,4601.2,7.72,1030.59,2589.14
FARM_1588,Kharif (Monsoon),East Zone,Maize,Precision Farming,773.6,36.1,84.1,8.03,148.1,7.7,4177.7,7.88,1052.24,2732.21
FARM_1589,Kharif (Monsoon),West Zone,Maize,Organic,674.1,22.8,77.7,6.94,153.8,6.4,6835.5,7.26,1220.01,2137.4
FARM_1590,Kharif (Monsoon),Central Zone,Maize,Precision Farming,1028.8,28.1,68.9,7.11,154.7,6.8,5260.1,8.28,1100.14,2327.45
FARM_1591,Kharif (Monsoon),West Zone,Cotton,Conventional,823.4,28.0,67.9,5.58,100.1,9.5,4741.8,7.42,993.6,2134.89
FARM_1592,Rabi (Winter),South Zone,Wheat,Precision Farming,151.0,13.9,40.3,5.96,143.7,7.9,5055.4,6.07,1099.2,1863.2
FARM_1593,Kharif (Monsoon),West Zone,Maize,Precision Farming,1090.7,24.8,76.7,7.21,195.2,7.9,3272.3,8.6,1066.75,2957.75
FARM_1594,Kharif (Monsoon),North Zone,Cotton,Conventional,747.9,28.0,88.8,6.63,166.2,10.0,3768.3,7.73,1025.82,2187.12
FARM_1595,Autumn,South Zone,Sugarcane,Conventional,204.3,24.1,65.8,6.87,143.3,11.0,4098.3,6.43,1070.21,1940.77
FARM_1596,Rabi (Winter),South Zone,Chickpea,Hydroponic,115.2,16.7,59.8,5.67,72.4,11.5,4966.1,5.33,1039.26,2075.51
FARM_1597,Rabi (Winter),Central Zone,Mustard,Conventional,119.8,16.6,51.5,7.75,131.3,7.0,3978.3,6.15,993.64,2378.23
FARM_1598,Kharif (Monsoon),East Zone,Rice,Hydroponic,834.4,28.7,82.9,7.62,197.6,10.8,3898.3,8.8,1106.89,3436.95
FARM_1599,Kharif (Monsoon),South Zone,Maize,Organic,1140.6,20.0,79.2,6.0,186.2,13.7,3218.6,9.02,1117.53,3689.32
FARM_1600,Kharif (Monsoon),East Zone,Maize,Conventional,645.3,26.8,84.4,7.21,156.1,8.8,4530.1,8.17,1104.11,2423.79
FARM_1601,Kharif (Monsoon),West Zone,Maize,Precision Farming,1029.7,31.7,86.2,7.71,114.8,8.3,4698.7,8.1,1025.52,2453.0
FARM_1602,Kharif (Monsoon),North Zone,Rice,Hydroponic,823.9,32.2,88.0,7.23,141.8,7.8,5014.2,7.48,1103.61,2443.7
FARM_1603,Kharif (Monsoon),Central Zone,Cotton,Conventional,870.8,31.5,80.2,6.34,167.1,5.8,3664.8,7.82,986.08,3191.5
FARM_1604,Kharif (Monsoon),East Zone,Rice,Precision Farming,1061.5,27.5,77.0,7.27,172.9,10.6,4944.9,8.11,1185.14,3151.28
FARM_1605,Kharif (Monsoon),South Zone,Maize,Conventional,682.0,27.5,80.4,6.07,150.9,8.3,3251.7,6.78,991.33,2206.06
FARM_1606,Rabi (Winter),East Zone,Wheat,Organic,112.2,17.0,50.8,6.36,169.9,8.1,4237.1,6.9,1078.49,2016.66
FARM_1607,Kharif (Monsoon),South Zone,Pulses,Conventional,688.5,31.1,86.1,6.15,137.9,10.2,4861.9,7.42,1100.46,2717.9
FARM_1608,Rabi (Winter),East Zone,Barley,Conventional,191.3,17.7,54.8,7.0,136.4,10.4,4189.5,6.85,1044.71,2164.29
FARM_1609,Rabi (Winter),South Zone,Wheat,Hydroponic,107.5,19.7,56.4,5.79,123.9,7.0,2625.8,6.08,857.62,2154.52
FARM_1610,Rabi (Winter),West Zone,Chickpea,Conventional,263.8,22.3,57.5,8.02,154.9,7.1,2768.8,7.65,918.34,3150.67
FARM_1611,Kharif (Monsoon),South Zone,Cotton,Organic,843.8,31.0,75.4,6.4,175.0,6.9,4765.1,7.43,1114.17,2676.04
FARM_1612,Zaid (Summer),South Zone,Sunflower,Organic,82.8,31.7,34.4,6.09,164.8,13.8,5195.6,3.91,1238.01,1600.51
FARM_1613,Rabi (Winter),North Zone,Barley,Conventional,76.5,20.5,57.0,6.84,97.4,12.2,4907.2,5.46,1029.3,1829.24
FARM_1614,Kharif (Monsoon),South Zone,Rice,Conventional,765.8,25.2,86.9,6.25,99.2,10.3,5224.5,6.91,1073.47,2547.5
FARM_1615,Autumn,North Zone,Groundnut,Precision Farming,289.3,22.7,78.5,6.94,178.6,7.6,4163.3,5.72,1105.62,2317.43
FARM_1616,Autumn,Central Zone,Soybean,Conventional,247.4,28.4,56.9,6.44,146.2,7.9,5386.1,6.26,1111.25,2268.11
FARM_1617,Kharif (Monsoon),North Zone,Pulses,Hydroponic,796.8,29.5,79.7,5.86,147.5,9.4,4903.3,7.21,1119.22,2639.48
FARM_1618,Kharif (Monsoon),West Zone,Cotton,Hydroponic,886.6,26.4,72.0,6.22,146.8,14.0,3732.7,7.37,1062.72,2802.69
FARM_1619,Zaid (Summer),North Zone,Watermelon,Conventional,89.3,33.6,42.9,6.68,201.3,9.2,5117.3,5.26,1255.13,2122.38
FARM_1620,Zaid (Summer),Central Zone,Vegetables,Hydroponic,74.0,35.9,32.9,5.58,124.4,9.8,4855.3,4.18,1075.46,1222.0
FARM_1621,Kharif (Monsoon),West Zone,Pulses,Precision Farming,1024.0,29.5,81.0,7.58,179.1,2.1,6507.0,8.72,1247.9,2852.84
FARM_1622,Kharif (Monsoon),East Zone,Pulses,Conventional,876.3,33.0,76.3,7.18,148.2,9.1,6155.2,7.72,1245.3,2591.42
FARM_1623,Rabi (Winter),East Zone,Mustard,Organic,166.6,15.9,39.5,7.12,84.0,5.0,4389.2,5.94,918.64,2419.71
FARM_1624,Rabi (Winter),North Zone,Wheat,Conventional,71.5,13.9,49.7,6.97,111.1,7.3,3998.8,5.37,1000.18,2222.33
FARM_1625,Rabi (Winter),North Zone,Wheat,Conventional,236.9,20.8,61.3,7.09,118.8,8.6,6370.9,6.39,1145.35,1896.89
FARM_1626,Rabi (Winter),Central Zone,Chickpea,Precision Farming,124.5,18.2,73.4,8.02,178.3,7.7,5161.8,6.4,1205.66,1898.72
FARM_1627,Rabi (Winter),Central Zone,Wheat,Conventional,101.4,19.8,67.9,5.52,183.0,6.9,4291.0,7.6,1100.16,3122.69
FARM_1628,Zaid (Summer),South Zone,Cucumber,Precision Farming,79.3,40.4,42.1,5.63,152.4,6.9,2113.1,4.86,874.0,1562.04
FARM_1629,Kharif (Monsoon),Central Zone,Cotton,Conventional,940.5,28.3,82.7,6.02,121.7,8.0,3593.4,7.29,942.98,2288.0
FARM_1630,Kharif (Monsoon),South Zone,Rice,Organic,712.7,30.4,81.5,5.95,108.1,7.9,3510.0,6.78,890.76,1932.21
FARM_1631,Zaid (Summer),West Zone,Sunflower,Hydroponic,61.3,40.2,37.3,5.99,179.8,8.6,4324.3,4.52,1133.62,1440.0
FARM_1632,Autumn,North Zone,Jute,Conventional,396.6,28.9,71.0,7.31,95.0,8.4,5242.2,6.35,1016.0,2394.54
FARM_1633,Rabi (Winter),West Zone,Barley,Conventional,111.4,19.4,70.7,6.74,136.4,11.7,5425.5,6.52,1158.04,2214.49
FARM_1634,Rabi (Winter),Central Zone,Mustard,Conventional,77.3,17.2,64.3,8.18,222.8,3.4,6300.0,7.06,1284.54,2487.67
FARM_1635,Kharif (Monsoon),West Zone,Pulses,Organic,832.7,30.4,87.0,6.11,121.8,9.1,5617.7,7.37,1147.93,3010.07
FARM_1636,Rabi (Winter),West Zone,Wheat,Conventional,159.3,20.0,55.7,6.34,95.5,8.7,2939.4,5.34,859.69,1580.94
FARM_1637,Rabi (Winter),West Zone,Chickpea,Conventional,161.9,26.4,54.5,8.16,78.2,8.2,5736.0,5.61,998.76,1626.75
FARM_1638,Kharif (Monsoon),Central Zone,Cotton,Conventional,797.0,31.1,75.8,7.75,224.1,6.7,6580.0,7.95,1342.7,3174.2
FARM_1639,Kharif (Monsoon),West Zone,Pulses,Hydroponic,757.8,26.2,78.7,6.77,152.2,8.1,6520.6,6.78,1211.87,2633.89
FARM_1640,Rabi (Winter),South Zone,Wheat,Conventional,141.5,20.8,52.3,7.0,109.6,4.4,3044.6,6.89,853.86,2183.6
FARM_1641,Kharif (Monsoon),Central Zone,Rice,Organic,960.9,30.6,76.7,7.78,133.4,9.0,4270.7,7.7,1016.28,2505.52
FARM_1642,Kharif (Monsoon),West Zone,Maize,Conventional,976.4,30.8,71.2,6.8,116.8,9.5,5653.2,7.31,1114.01,2364.34
FARM_1643,Kharif (Monsoon),Central Zone,Rice,Hydroponic,894.0,26.5,86.5,6.06,74.8,6.7,3110.0,6.23,849.28,2309.42
FARM_1644,Kharif (Monsoon),East Zone,Rice,Organic,772.5,24.0,79.9,7.74,167.6,13.4,2430.1,7.59,1019.02,2190.24
FARM_1645,Kharif (Monsoon),South Zone,Pulses,Organic,715.5,30.5,76.0,6.95,141.2,8.2,4876.7,7.23,1069.36,2519.77
FARM_1646,Autumn,West Zone,Groundnut,Organic,298.6,29.6,72.7,5.91,164.7,8.6,3689.3,6.3,1061.38,1882.08
FARM_1647,Rabi (Winter),East Zone,Barley,Organic,169.1,17.5,58.1,6.87,140.2,11.8,2542.3,6.17,933.51,2435.69
FARM_1648,Rabi (Winter),East Zone,Mustard,Precision Farming,177.6,14.1,61.8,6.62,144.6,13.9,5975.4,6.41,1271.02,2136.41
FARM_1649,Zaid (Summer),Central Zone,Sunflower,Precision Farming,38.0,36.7,28.9,7.87,61.8,5.7,4697.2,3.15,897.03,1114.66
FARM_1650,Rabi (Winter),East Zone,Wheat,Conventional,228.5,21.1,42.6,5.84,171.8,7.1,3875.2,6.95,1034.69,1974.53
FARM_1651,Kharif (Monsoon),South Zone,Cotton,Conventional,849.9,26.4,76.8,7.86,101.9,8.2,3343.6,6.29,878.77,1812.51
FARM_1652,Rabi (Winter),South Zone,Chickpea,Conventional,155.9,14.3,61.1,6.88,110.9,6.6,4709.5,5.83,1011.8,2183.38
FARM_1653,Rabi (Winter),North Zone,Mustard,Hydroponic,178.2,19.4,54.8,6.59,121.5,10.6,5118.5,6.59,1123.87,2552.62
FARM_1654,Zaid (Summer),South Zone,Cucumber,Hydroponic,73.2,37.4,44.5,5.94,67.9,6.4,4891.1,3.16,947.45,1198.92
FARM_1655,Rabi (Winter),East Zone,Barley,Conventional,97.5,14.8,52.9,7.39,119.6,11.7,2677.3,6.49,910.83,2486.86
FARM_1656,Kharif (Monsoon),South Zone,Cotton,Precision Farming,628.6,28.7,87.1,8.0,117.2,10.1,5072.2,7.08,1051.45,2086.1
FARM_1657,Kharif (Monsoon),Central Zone,Cotton,Precision Farming,1037.8,30.2,83.6,6.51,126.8,11.4,5333.3,8.25,1129.0,3110.94
FARM_1658,Rabi (Winter),North Zone,Barley,Conventional,238.6,21.4,62.4,6.15,80.5,6.4,4087.9,5.95,873.36,1817.4
FARM_1659,Rabi (Winter),East Zone,Barley,Organic,92.4,23.3,58.2,7.0,172.5,7.5,5747.5,6.72,1238.11,1973.81
FARM_1660,Rabi (Winter),North Zone,Wheat,Conventional,146.8,16.7,50.6,7.65,153.9,10.7,3477.7,6.75,1026.26,2605.52
FARM_1661,Rabi (Winter),East Zone,Wheat,Precision Farming,200.3,17.9,50.9,5.51,109.8,10.3,6048.7,6.67,1160.97,2698.13
FARM_1662,Autumn,Central Zone,Groundnut,Hydroponic,238.3,25.5,62.5,7.2,119.6,7.8,4658.8,5.91,1024.59,2247.81
FARM_1663,Rabi (Winter),North Zone,Mustard,Precision Farming,126.5,12.5,62.7,7.11,169.3,8.1,3904.6,6.14,1073.43,2411.67
FARM_1664,Kharif (Monsoon),West Zone,Rice,Precision Farming,829.3,24.7,78.6,6.36,131.0,7.4,4117.9,7.08,1018.54,2964.77
FARM_1665,Kharif (Monsoon),East Zone,Rice,Conventional,932.4,28.1,81.0,6.72,96.6,8.1,5699.1,6.86,1123.2,2050.22
FARM_1666,Kharif (Monsoon),West Zone,Rice,Precision Farming,856.4,24.2,84.7,6.17,137.1,6.1,4784.7,7.84,1043.43,3254.55
FARM_1667,Kharif (Monsoon),North Zone,Pulses,Precision Farming,593.8,29.4,83.1,7.63,101.9,5.7,5274.1,6.25,1044.26,2276.05
FARM_1668,Kharif (Monsoon),West Zone,Cotton,Conventional,817.0,29.1,78.6,7.21,115.2,11.0,5789.6,7.14,1158.29,2812.13
FARM_1669,Kharif (Monsoon),West Zone,Pulses,Conventional,904.8,31.0,76.0,6.94,138.2,8.0,3868.8,8.38,992.59,3109.18
FARM_1670,Kharif (Monsoon),North Zone,Maize,Precision Farming,951.1,33.1,81.3,6.56,176.9,11.4,4652.8,8.69,1167.1,3126.71
FARM_1671,Kharif (Monsoon),Central Zone,Maize,Organic,774.5,34.8,80.4,6.29,210.8,10.0,4230.7,8.77,1197.22,3319.5
FARM_1672,Autumn,West Zone,Soybean,Precision Farming,318.5,25.8,68.1,7.72,187.7,9.3,5720.5,5.98,1250.91,1942.52
FARM_1673,Kharif (Monsoon),West Zone,Maize,Organic,799.2,28.6,84.8,6.72,137.5,6.7,4041.1,6.34,1003.55,2595.58
FARM_1674,Rabi (Winter),Central Zone,Wheat,Conventional,135.1,16.3,52.7,6.85,219.0,5.5,4557.4,7.29,1187.77,2158.87
FARM_1675,Rabi (Winter),West Zone,Wheat,Precision Farming,106.1,15.3,49.2,6.91,159.5,7.4,7254.9,6.06,1355.76,1966.62
FARM_1676,Autumn,West Zone,Groundnut,Conventional,300.0,27.5,75.2,6.71,105.7,12.3,6042.1,4.64,1172.26,1319.44
FARM_1677,Kharif (Monsoon),West Zone,Cotton,Organic,858.6,29.4,81.2,6.19,143.3,10.7,3257.7,8.08,974.68,2569.32
FARM_1678,Rabi (Winter),South Zone,Mustard,Conventional,66.3,13.4,61.1,5.82,117.0,7.1,5582.4,5.59,1100.65,1735.97
FARM_1679,Autumn,Central Zone,Groundnut,Precision Farming,368.7,27.5,63.8,5.77,96.3,7.4,5326.5,5.08,1028.46,1457.7
FARM_1680,Autumn,West Zone,Sugarcane,Organic,140.4,21.9,58.9,7.55,98.9,6.2,3179.2,4.83,894.36,1684.94
FARM_1681,Zaid (Summer),Central Zone,Watermelon,Hydroponic,72.6,33.9,56.9,6.1,134.8,4.6,4367.9,4.88,987.8,1686.57
FARM_1682,Kharif (Monsoon),East Zone,Cotton,Organic,1070.1,33.0,75.4,5.65,166.4,8.8,3362.8,8.26,1023.95,2402.7
FARM_1683,Kharif (Monsoon),East Zone,Cotton,Hydroponic,923.6,26.6,81.6,7.65,177.4,12.8,1628.9,8.53,965.82,2701.1
FARM_1684,Rabi (Winter),West Zone,Barley,Hydroponic,117.8,22.9,48.7,5.92,96.4,12.8,4324.8,5.7,1033.52,2356.75
FARM_1685,Autumn,Central Zone,Groundnut,Conventional,144.2,31.1,68.1,7.19,129.4,10.0,3892.7,4.7,1042.35,1388.86
FARM_1686,Rabi (Winter),Central Zone,Wheat,Conventional,107.2,17.4,50.4,6.41,157.0,7.0,3178.9,6.12,984.24,1974.94
FARM_1687,Rabi (Winter),Central Zone,Wheat,Conventional,150.2,21.2,60.2,5.84,145.3,4.9,4488.5,6.51,1076.02,1855.48
FARM_1688,Kharif (Monsoon),South Zone,Cotton,Conventional,888.1,28.0,85.4,6.62,164.3,11.1,1955.3,8.0,944.58,2406.75
FARM_1689,Zaid (Summer),East Zone,Cucumber,Organic,21.5,32.8,30.2,5.54,124.8,9.6,4549.5,4.22,1079.98,1594.8
FARM_1690,Kharif (Monsoon),Central Zone,Cotton,Organic,1000.9,25.8,73.6,7.77,184.6,7.7,4518.5,8.61,1126.8,2852.84
FARM_1691,Kharif (Monsoon),Central Zone,Pulses,Organic,932.4,25.3,78.2,6.89,139.9,7.3,5314.5,8.14,1153.89,2794.39
FARM_1692,Rabi (Winter),South Zone,Barley,Conventional,245.2,21.1,53.3,5.88,166.5,10.0,2576.2,6.71,968.89,2026.27
FARM_1693,Rabi (Winter),South Zone,Barley,Conventional,145.2,21.6,60.3,6.14,126.7,6.4,7067.3,7.02,1250.32,2636.01
FARM_1694,Kharif (Monsoon),Central Zone,Pulses,Conventional,861.3,28.3,72.6,6.71,142.0,9.1,6607.0,8.41,1261.25,3239.64
FARM_1695,Kharif (Monsoon),North Zone,Cotton,Hydroponic,596.5,27.5,76.8,6.01,84.1,5.5,3572.1,6.12,853.96,1868.78
FARM_1696,Rabi (Winter),Central Zone,Wheat,Conventional,173.4,18.8,48.8,6.23,110.7,14.1,6251.7,5.85,1248.19,1674.85
FARM_1697,Kharif (Monsoon),Central Zone,Maize,Conventional,874.5,26.7,90.3,6.94,132.7,6.8,5528.5,6.85,1112.36,1995.62
FARM_1698,Rabi (Winter),South Zone,Barley,Conventional,165.4,11.8,69.6,7.75,143.5,10.1,3972.7,6.59,1074.94,2451.39
FARM_1699,Kharif (Monsoon),South Zone,Pulses,Precision Farming,755.0,25.1,90.7,6.58,233.8,5.5,3771.8,8.63,1146.28,2580.12
FARM_1700,Rabi (Winter),Central Zone,Mustard,Hydroponic,163.8,20.8,60.9,7.44,126.6,8.1,3862.5,6.11,976.5,2133.3
FARM_1701,Rabi (Winter),Central Zone,Chickpea,Precision Farming,141.8,15.7,51.7,7.87,91.8,10.7,7891.6,5.92,1281.55,1784.11
FARM_1702,Kharif (Monsoon),Central Zone,Maize,Hydroponic,1091.3,28.6,86.6,6.08,199.6,11.3,6132.1,8.25,1335.54,2506.52
FARM_1703,Kharif (Monsoon),South Zone,Maize,Organic,838.5,25.7,72.8,7.68,177.8,10.4,4256.7,8.34,1126.55,2340.29
FARM_1704,Kharif (Monsoon),Central Zone,Cotton,Precision Farming,947.2,33.1,75.6,7.54,99.5,8.2,4360.3,7.1,980.48,2306.9
FARM_1705,Kharif (Monsoon),Central Zone,Rice,Precision Farming,927.0,23.9,77.2,6.46,156.3,6.8,5516.9,8.06,1162.76,2358.13
FARM_1706,Autumn,West Zone,Jute,Organic,321.4,19.8,64.9,8.17,169.2,5.8,5464.4,6.11,1112.35,2047.79
FARM_1707,Kharif (Monsoon),North Zone,Pulses,Hydroponic,724.5,29.8,79.2,6.21,145.7,12.3,3351.7,6.56,1037.6,2385.81
FARM_1708,Zaid (Summer),East Zone,Sunflower,Organic,78.8,34.2,26.4,6.19,151.4,8.8,4857.0,4.71,1131.01,1561.15
FARM_1709,Kharif (Monsoon),North Zone,Maize,Conventional,627.0,22.3,83.2,7.59,117.9,9.2,3836.9,6.47,1008.8,2450.26
FARM_1710,Rabi (Winter),West Zone,Mustard,Organic,252.3,19.7,68.4,6.67,157.6,11.4,4682.6,7.06,1120.59,2709.65
FARM_1711,Zaid (Summer),East Zone,Watermelon,Conventional,82.7,33.4,52.7,6.39,122.8,10.0,4442.4,3.59,1025.69,1355.31
FARM_1712,Rabi (Winter),Central Zone,Barley,Precision Farming,130.9,16.2,53.3,5.98,47.4,8.2,5721.2,5.06,995.4,2080.37
FARM_1713,Rabi (Winter),West Zone,Chickpea,Conventional,143.6,20.6,49.6,7.57,146.9,10.4,4178.1,6.68,1058.68,2092.32
FARM_1714,Rabi (Winter),Central Zone,Mustard,Conventional,185.6,21.5,57.7,7.62,81.3,6.9,4642.0,5.38,927.3,1649.1
FARM_1715,Kharif (Monsoon),South Zone,Rice,Conventional,1140.9,31.9,85.3,7.03,175.5,4.6,2246.3,8.25,892.75,3014.22
FARM_1716,Autumn,West Zone,Groundnut,Precision Farming,305.3,26.1,68.7,8.08,100.4,12.0,4888.4,5.33,1058.99,1936.3
FARM_1717,Zaid (Summer),South Zone,Cucumber,Organic,60.3,33.9,15.9,6.36,54.1,7.2,3565.8,3.46,798.23,1215.89
FARM_1718,Autumn,West Zone,Groundnut,Conventional,357.4,28.1,56.9,6.09,78.1,7.7,2679.4,5.36,777.31,1504.07
FARM_1719,Kharif (Monsoon),West Zone,Rice,Hydroponic,940.8,26.2,78.2,7.33,138.5,8.0,5854.9,7.62,1160.87,2725.93
FARM_1720,Zaid (Summer),South Zone,Watermelon,Precision Farming,86.2,32.0,30.1,7.55,146.5,7.0,4449.9,4.6,1024.7,1888.72
FARM_1721,Autumn,East Zone,Groundnut,Conventional,444.4,24.6,73.7,6.11,90.6,11.3,2007.4,5.31,779.34,1735.53
FARM_1722,Kharif (Monsoon),North Zone,Cotton,Precision Farming,610.2,23.4,75.4,5.71,102.5,9.4,3559.7,6.78,933.88,2816.85
FARM_1723,Kharif (Monsoon),Central Zone,Pulses,Precision Farming,777.8,23.8,81.8,7.69,139.7,7.7,4506.0,7.01,1084.97,2312.92
FARM_1724,Zaid (Summer),West Zone,Cucumber,Precision Farming,68.7,32.3,31.8,8.14,174.0,5.3,4541.7,4.25,1104.98,1273.21
FARM_1725,Rabi (Winter),Central Zone,Barley,Conventional,122.5,13.3,31.8,7.24,97.6,9.3,3900.7,6.18,973.39,2075.1
FARM_1726,Zaid (Summer),South Zone,Cucumber,Organic,58.3,33.7,36.7,6.25,153.3,2.4,1000.0,4.16,698.27,1452.86
FARM_1727,Kharif (Monsoon),Central Zone,Pulses,Conventional,698.2,30.4,92.1,8.19,79.1,9.1,3837.7,5.96,880.29,2194.03
FARM_1728,Zaid (Summer),South Zone,Vegetables,Conventional,43.3,39.2,43.7,7.91,151.1,11.9,5785.2,4.97,1227.23,1742.89
FARM_1729,Kharif (Monsoon),Central Zone,Maize,Conventional,855.3,27.0,79.6,6.89,166.5,8.7,6182.9,7.89,1264.91,2802.06
FARM_1730,Kharif (Monsoon),North Zone,Pulses,Organic,1022.4,24.6,78.6,7.73,158.3,11.5,3771.0,8.34,1087.66,2363.3
FARM_1731,Kharif (Monsoon),North Zone,Pulses,Conventional,1037.4,31.0,74.4,7.7,174.8,5.4,6760.0,7.47,1243.69,2356.84
FARM_1732,Zaid (Summer),North Zone,Vegetables,Conventional,56.3,37.2,46.6,8.02,172.5,13.6,2559.6,5.01,1051.09,1620.72
FARM_1733,Rabi (Winter),North Zone,Chickpea,Conventional,189.0,19.5,59.4,7.77,204.6,11.2,3528.0,8.41,1133.89,3517.0
FARM_1734,Rabi (Winter),North Zone,Wheat,Precision Farming,163.7,24.3,51.6,7.24,143.8,9.7,5569.8,7.07,1186.26,2272.15
FARM_1735,Rabi (Winter),North Zone,Mustard,Conventional,151.9,13.9,45.3,7.15,204.7,7.0,5380.9,7.86,1220.96,3187.4
FARM_1736,Autumn,South Zone,Soybean,Organic,326.0,22.8,64.6,6.76,107.0,6.6,4488.5,5.32,949.79,1716.57
FARM_1737,Rabi (Winter),West Zone,Chickpea,Precision Farming,214.7,24.2,72.8,7.19,132.8,8.3,3157.0,6.66,958.42,1954.41
FARM_1738,Zaid (Summer),Central Zone,Sunflower,Organic,92.8,42.2,44.4,7.65,136.0,11.5,3153.8,4.45,994.54,1400.27
FARM_1739,Rabi (Winter),North Zone,Wheat,Precision Farming,113.9,14.0,66.2,8.12,103.5,5.2,3629.2,5.57,864.26,1772.35
FARM_1740,Rabi (Winter),South Zone,Barley,Precision Farming,152.1,18.5,50.6,6.76,57.4,8.5,3206.0,5.42,798.71,2259.9
FARM_1741,Rabi (Winter),South Zone,Chickpea,Conventional,132.8,19.5,46.6,7.05,170.4,10.3,4656.8,6.43,1167.06,2407.4
